A_thaliana_ortholog	Genefamily	Description	Gene_name	Species
AT4G25420.1	GA Biosynthesis	GA20OX1	Bo7g110300	B. oleracea
AT4G25420.1	GA Biosynthesis	GA20OX1	Bo1g040150	B. oleracea
AT5G51810.1	GA Biosynthesis	GA20OX2	BraA02g015640.3C	B. rapa
AT5G51810.1	GA Biosynthesis	GA20OX2	BraA10g010400.3C	B. rapa
AT5G51810.1	GA Biosynthesis	GA20OX2	Bo2g048220	B. oleracea
AT5G51810.1	GA Biosynthesis	GA20OX2	Bo9g103610	B. oleracea
AT5G07200.1	GA Biosynthesis	GA20OX3	BraA03g002880.3C	B. rapa
AT5G07200.1	GA Biosynthesis	GA20OX3	BraA10g030020.3C	B. rapa
AT5G07200.1	GA Biosynthesis	GA20OX3	BraA02g002260.3C	B. rapa
AT5G07200.1	GA Biosynthesis	GA20OX3	Bo12120s010	B. oleracea
AT5G07200.1	GA Biosynthesis	GA20OX3	Bo9g175240	B. oleracea
AT5G07200.1	GA Biosynthesis	GA20OX3	Bo3g004240	B. oleracea
AT5G07200.1	GA Biosynthesis	GA20OX3	Bo2g007530	B. oleracea
AT1G15550.1	GA Biosynthesis	GA3OX1	BraA09g058660.3C	B. rapa
AT1G15550.1	GA Biosynthesis	GA3OX1	Bo5g021060	B. oleracea
AT1G15550.1	GA Biosynthesis	GA3OX1	Bo8g105980	B. oleracea
AT1G80340.1	GA Biosynthesis	GA3OX2	BraA07g043080.3C	B. rapa
AT1G80340.1	GA Biosynthesis	GA3OX2	BraA02g026000.3C	B. rapa
AT1G80340.1	GA Biosynthesis	GA3OX2	Bo6g125640	B. oleracea
AT1G80340.1	GA Biosynthesis	GA3OX2	Bo2g096090	B. oleracea
AT1G80340.1	GA Biosynthesis	GA3OX2	Bo2g096080	B. oleracea
AT4G21690.1	GA Biosynthesis	GA3OX3	BraA08g014280.3C	B. rapa
AT4G21690.1	GA Biosynthesis	GA3OX3	Bo3g162410	B. oleracea
AT1G78440.1	GA Biosynthesis	GA2OX1	BraA07g041570.3C	B. rapa
AT1G78440.1	GA Biosynthesis	GA2OX1	BraA07g041560.3C	B. rapa
AT1G78440.1	GA Biosynthesis	GA2OX1	BraA02g024710.3C	B. rapa
AT1G78440.1	GA Biosynthesis	GA2OX1	Bo2g093440	B. oleracea
AT1G78440.1	GA Biosynthesis	GA2OX1	Bo3g032250	B. oleracea
AT1G78440.1	GA Biosynthesis	GA2OX1	Bo3g032260	B. oleracea
AT1G78440.1	GA Biosynthesis	GA2OX1	Bo6g122040	B. oleracea
AT1G78440.1	GA Biosynthesis	GA2OX1	Bo3g032270	B. oleracea
AT1G30040.1	GA Biosynthesis	GA2OX2	BraA07g010700.3C	B. rapa
AT1G30040.1	GA Biosynthesis	GA2OX2	BraA09g034980.3C	B. rapa
AT1G30040.1	GA Biosynthesis	GA2OX2	BraA08g023600.3C	B. rapa
AT1G30040.1	GA Biosynthesis	GA2OX2	Bo7g044790	B. oleracea
AT1G30040.1	GA Biosynthesis	GA2OX2	Bo3g147550	B. oleracea
AT1G30040.1	GA Biosynthesis	GA2OX2	Bo5g062250	B. oleracea
AT2G34555.1	GA Biosynthesis	gibberellin 2-oxidase 3	Bo4g182720	B. oleracea
AT2G34555.1	GA Biosynthesis	gibberellin 2-oxidase 3	Bo3g027760	B. oleracea
AT2G34555.1	GA Biosynthesis	gibberellin 2-oxidase 3	Bo4g039720	B. oleracea
AT3G05120.1	GA signaling	GID1A	BraA05g040050.3C	B. rapa
AT3G05120.1	GA signaling	GID1A	Bo5g146670	B. oleracea
AT3G63010.1	GA signaling	GID1B	BraA04g000380.3C	B. rapa
AT3G63010.1	GA signaling	GID1B	BraA09g052310.3C	B. rapa
AT3G63010.1	GA signaling	GID1B	BraA07g025340.3C	B. rapa
AT3G63010.1	GA signaling	GID1B	Bo13576s010	B. oleracea
AT3G63010.1	GA signaling	GID1B	Bo4g098320	B. oleracea
AT3G63010.1	GA signaling	GID1B	Bo8g098320	B. oleracea
AT3G63010.1	GA signaling	GID1B	Bo6g079770	B. oleracea
AT5G27320.1	GA signaling	GID1C	Bo7g093470	B. oleracea
AT1G66350.1	GA signaling	RGL1	BraA02g017030.3C	B. rapa
AT1G66350.1	GA signaling	RGL1	Bo2g052880	B. oleracea
AT2G01570.1	GA signaling	RGA1	BraA09g023210.3C	B. rapa
AT2G01570.1	GA signaling	RGA1	Bo7g078550	B. oleracea
AT3G03450.1	GA signaling	RGL2	Bo5g149920	B. oleracea
AT5G17490.1	GA signaling	RGL3	BraA10g022510.3C	B. rapa
AT5G17490.1	GA signaling	RGL3	Bo9g160170	B. oleracea
AT4G24210.1	GA signaling	SLY1	BraA01g014970.3C	B. rapa
AT4G24210.1	GA signaling	SLY1	Bo1g037700	B. oleracea
AT1G23320.1	Auxin biosynthesis	TAR1	BraA09g039790.3C	B. rapa
AT1G23320.1	Auxin biosynthesis	TAR1	BraA09g039820.3C	B. rapa
AT1G23320.1	Auxin biosynthesis	TAR1	Bo5g039430	B. oleracea
AT1G23320.1	Auxin biosynthesis	TAR1	Bo03539s010	B. oleracea
AT1G70560.1	Auxin biosynthesis	TAA1	BraA07g035320.3C	B. rapa
AT1G70560.1	Auxin biosynthesis	TAA1	BraA02g019880.3C	B. rapa
AT1G70560.1	Auxin biosynthesis	TAA1	Bo6g112150	B. oleracea
AT1G70560.1	Auxin biosynthesis	TAA1	Bo2g068320	B. oleracea
AT2G22330.1	Auxin biosynthesis	CYP79B3	BraA04g016310.3C	B. rapa
AT2G22330.1	Auxin biosynthesis	CYP79B3	Bo4g149550	B. oleracea
AT4G39950.1	Auxin biosynthesis	CYP79B2	BraA03g061220.3C	B. rapa
AT4G39950.1	Auxin biosynthesis	CYP79B2	BraA08g022020.3C	B. rapa
AT4G39950.1	Auxin biosynthesis	CYP79B2	BraA01g000830.3C	B. rapa
AT4G39950.1	Auxin biosynthesis	CYP79B2	Bo7g118840	B. oleracea
AT4G39950.1	Auxin biosynthesis	CYP79B2	Bo3g152800	B. oleracea
AT4G39950.1	Auxin biosynthesis	CYP79B2	Bo1g002970	B. oleracea
AT1G04180.1	Auxin biosynthesis	YUC9	BraA09g065020.3C	B. rapa
AT1G04180.1	Auxin biosynthesis	YUC9	BraA10g002680.3C	B. rapa
AT1G04180.1	Auxin biosynthesis	YUC9	Bo8g115700	B. oleracea
AT1G04180.1	Auxin biosynthesis	YUC9	Bo5g004350	B. oleracea
AT1G04610.1	Auxin biosynthesis	YUC3	BraA10g003150.3C	B. rapa
AT1G04610.1	Auxin biosynthesis	YUC3	BraA09g064780.3C	B. rapa
AT1G04610.1	Auxin biosynthesis	YUC3	Bo8g115460	B. oleracea
AT1G04610.1	Auxin biosynthesis	YUC3	Bo5g004740	B. oleracea
AT1G21430.1	Auxin biosynthesis	YUC11	BraA06g016900.3C	B. rapa
AT1G21430.1	Auxin biosynthesis	YUC11	Bo5g034340	B. oleracea
AT1G48910.1	Auxin biosynthesis	YUC10	BraA06g004210.3C	B. rapa
AT1G48910.1	Auxin biosynthesis	YUC10	Bo6g015790	B. oleracea
AT2G33230.1	Auxin biosynthesis	YUC7	BraA05g011570.3C	B. rapa
AT2G33230.1	Auxin biosynthesis	YUC7	Bo4g043940	B. oleracea
AT4G28720.1	Auxin biosynthesis	YUC8	BraA08g018860.3C	B. rapa
AT4G28720.1	Auxin biosynthesis	YUC8	BraA01g008780.3C	B. rapa
AT4G28720.1	Auxin biosynthesis	YUC8	Bo1g017200	B. oleracea
AT4G28720.1	Auxin biosynthesis	YUC8	Bo8g054460	B. oleracea
AT4G28720.1	Auxin biosynthesis	YUC8	Bo1g017210	B. oleracea
AT4G32540.1	Auxin biosynthesis	YUC1	BraA01g005540.3C	B. rapa
AT4G32540.1	Auxin biosynthesis	YUC1	BraA08g017020.3C	B. rapa
AT4G32540.1	Auxin biosynthesis	YUC1	Bo1g010300	B. oleracea
AT4G32540.1	Auxin biosynthesis	YUC1	Bo3g172330	B. oleracea
AT5G11320.1	Auxin biosynthesis	YUC4	BraA02g003880.3C	B. rapa
AT5G11320.1	Auxin biosynthesis	YUC4	BraA10g026830.3C	B. rapa
AT5G11320.1	Auxin biosynthesis	YUC4	Bo2g010340	B. oleracea
AT5G11320.1	Auxin biosynthesis	YUC4	Bo9g171380	B. oleracea
AT5G25620.2	Auxin biosynthesis	YUC6	BraA09g005830.3C	B. rapa
AT5G25620.2	Auxin biosynthesis	YUC6	BraA02g041530.3C	B. rapa
AT5G25620.2	Auxin biosynthesis	YUC6	BraA06g032880.3C	B. rapa
AT5G25620.2	Auxin biosynthesis	YUC6	Bo9g011290	B. oleracea
AT5G25620.2	Auxin biosynthesis	YUC6	Bo2g158550	B. oleracea
AT5G25620.2	Auxin biosynthesis	YUC6	Bo7g095780	B. oleracea
AT5G43890.1	Auxin biosynthesis	YUC5	BraA06g043510.3C	B. rapa
AT5G43890.1	Auxin biosynthesis	YUC5	BraA02g030930.3C	B. rapa
AT5G43890.1	Auxin biosynthesis	YUC5	Bo2g120720	B. oleracea
AT5G43890.1	Auxin biosynthesis	YUC5	Bo7g065820	B. oleracea
AT1G77690.1	Auxin signaling 	LAX3	BraA02g024300.3C	B. rapa
AT1G77690.1	Auxin signaling 	LAX3	BraA07g026930.3C	B. rapa
AT1G77690.1	Auxin signaling 	LAX3	Bo6g082100	B. oleracea
AT1G77690.1	Auxin signaling 	LAX3	Bo1g071070	B. oleracea
AT1G77690.1	Auxin signaling 	LAX3	Bo2g092800	B. oleracea
AT2G21050.1	Auxin signaling 	LAX2	BraA03g025870.3C	B. rapa
AT2G21050.1	Auxin signaling 	LAX2	BraA09g055860.3C	B. rapa
AT2G21050.1	Auxin signaling 	LAX2	BraA09g031800.3C	B. rapa
AT2G21050.1	Auxin signaling 	LAX2	Bo8g102050	B. oleracea
AT2G21050.1	Auxin signaling 	LAX2	Bo3g042430	B. oleracea
AT2G38120.1	Auxin signaling 	AUX1	BraA05g007500.3C	B. rapa
AT2G38120.1	Auxin signaling 	AUX1	BraA04g027030.3C	B. rapa
AT2G38120.1	Auxin signaling 	AUX1	BraA03g019900.3C	B. rapa
AT2G38120.1	Auxin signaling 	AUX1	Bo4g187410	B. oleracea
AT2G38120.1	Auxin signaling 	AUX1	Bo3g032190	B. oleracea
AT2G38120.1	Auxin signaling 	AUX1	Bo4g029760	B. oleracea
AT5G01240.1	Auxin signaling 	LAX1	BraA10g033710.3C	B. rapa
AT5G01240.1	Auxin signaling 	LAX1	Bo9g185020	B. oleracea
AT3G62980.1	Auxin signaling 	TIR1	BraA04g000440.3C	B. rapa
AT3G62980.1	Auxin signaling 	TIR1	BraA07g025310.3C	B. rapa
AT3G62980.1	Auxin signaling 	TIR1	BraA09g052270.3C	B. rapa
AT3G62980.1	Auxin signaling 	TIR1	Bo8g098290	B. oleracea
AT3G62980.1	Auxin signaling 	TIR1	Bo4g098350	B. oleracea
AT3G62980.1	Auxin signaling 	TIR1	Bo6g079740	B. oleracea
AT1G04240.1	Auxin signaling 	SHY2	BraA09g019950.3C	B. rapa
AT1G04240.1	Auxin signaling 	SHY2	BraA10g002780.3C	B. rapa
AT1G04240.1	Auxin signaling 	SHY2	BraA09g065000.3C	B. rapa
AT1G04240.1	Auxin signaling 	SHY2	Bo5g004390	B. oleracea
AT1G04240.1	Auxin signaling 	SHY2	Bo9g059270	B. oleracea
AT1G04250.1	Auxin signaling 	AXR3	BraA08g034980.3C	B. rapa
AT1G04250.1	Auxin signaling 	AXR3	BraA10g002790.3C	B. rapa
AT1G04250.1	Auxin signaling 	AXR3	BraA09g064990.3C	B. rapa
AT1G04250.1	Auxin signaling 	AXR3	Bo5g004400	B. oleracea
AT1G04250.1	Auxin signaling 	AXR3	Bo8g115680	B. oleracea
AT1G04550.2	Auxin signaling 	IAA12	Bo5g004680	B. oleracea
AT1G15050.1	Auxin signaling 	IAA34	BraA06g011150.3C	B. rapa
AT1G15580.1	Auxin signaling 	IAA5	BraA09g058640.3C	B. rapa
AT1G51950.1	Auxin signaling 	IAA18	BraA06g002290.3C	B. rapa
AT1G51950.1	Auxin signaling 	IAA18	BraA08g002410.3C	B. rapa
AT1G51950.1	Auxin signaling 	IAA18	Bo6g026460	B. oleracea
AT1G51950.1	Auxin signaling 	IAA18	Bo01485s010	B. oleracea
AT1G51950.1	Auxin signaling 	IAA18	Bo3g181290	B. oleracea
AT1G52830.1	Auxin signaling 	IAA6	BraA06g001750.3C	B. rapa
AT1G52830.1	Auxin signaling 	IAA6	Bo6g030860	B. oleracea
AT2G01200.2	Auxin signaling 	IAA32	BraA06g040700.3C	B. rapa
AT2G01200.2	Auxin signaling 	IAA32	Bo7g078110	B. oleracea
AT2G46990.1	Auxin signaling 	IAA20	BraA04g032350.3C	B. rapa
AT2G46990.1	Auxin signaling 	IAA20	Bo4g197440	B. oleracea
AT3G04730.1	Auxin signaling 	IAA16	BraA05g040420.3C	B. rapa
AT3G04730.1	Auxin signaling 	IAA16	BraA01g042940.3C	B. rapa
AT3G04730.1	Auxin signaling 	IAA16	Bo00834s040	B. oleracea
AT3G04730.1	Auxin signaling 	IAA16	Bo1g151890	B. oleracea
AT3G15540.1	Auxin signaling 	IAA19	BraA05g031540.3C	B. rapa
AT3G15540.1	Auxin signaling 	IAA19	BraA01g036620.3C	B. rapa
AT3G15540.1	Auxin signaling 	IAA19	BraA03g036990.3C	B. rapa
AT3G15540.1	Auxin signaling 	IAA19	Bo1g128360	B. oleracea
AT3G15540.1	Auxin signaling 	IAA19	Bo5g126940	B. oleracea
AT3G15540.1	Auxin signaling 	IAA19	Bo3g066910	B. oleracea
AT3G16500.1	Auxin signaling 	PAP1	BraA03g037570.3C	B. rapa
AT3G16500.1	Auxin signaling 	PAP1	BraA05g030630.3C	B. rapa
AT3G16500.1	Auxin signaling 	PAP1	BraA01g035920.3C	B. rapa
AT3G16500.1	Auxin signaling 	PAP1	Bo3g068430	B. oleracea
AT3G16500.1	Auxin signaling 	PAP1	Bo1g123430	B. oleracea
AT3G16500.1	Auxin signaling 	PAP1	Bo5g124880	B. oleracea
AT3G17600.1	Auxin signaling 	IAA31	BraA03g038000.3C	B. rapa
AT3G17600.1	Auxin signaling 	IAA31	BraA05g030000.3C	B. rapa
AT3G17600.1	Auxin signaling 	IAA31	Bo3g068990	B. oleracea
AT3G17600.1	Auxin signaling 	IAA31	Bo5g122840	B. oleracea
AT3G23030.1	Auxin signaling 	IAA2	BraA03g040660.3C	B. rapa
AT3G23030.1	Auxin signaling 	IAA2	BraA05g024120.3C	B. rapa
AT3G23030.1	Auxin signaling 	IAA2	BraA01g031100.3C	B. rapa
AT3G23030.1	Auxin signaling 	IAA2	Bo3g081550	B. oleracea
AT3G23030.1	Auxin signaling 	IAA2	Bo5g093140	B. oleracea
AT3G23030.1	Auxin signaling 	IAA2	Bo1g103500	B. oleracea
AT3G23050.1	Auxin signaling 	IAA7	BraA03g040670.3C	B. rapa
AT3G23050.1	Auxin signaling 	IAA7	BraA05g024080.3C	B. rapa
AT3G23050.1	Auxin signaling 	IAA7	Bo5g093110	B. oleracea
AT3G23050.1	Auxin signaling 	IAA7	Bo1g103470	B. oleracea
AT3G23050.1	Auxin signaling 	IAA7	Bo3g081600	B. oleracea
AT3G62100.1	Auxin signaling 	IAA30	BraA07g024980.3C	B. rapa
AT3G62100.1	Auxin signaling 	IAA30	BraA09g051620.3C	B. rapa
AT3G62100.1	Auxin signaling 	IAA30	Bo8g097650	B. oleracea
AT3G62100.1	Auxin signaling 	IAA30	Bo4g098920	B. oleracea
AT3G62100.1	Auxin signaling 	IAA30	Bo6g079230	B. oleracea
AT4G14550.1	Auxin signaling 	IAA14	BraA08g010620.3C	B. rapa
AT4G14550.1	Auxin signaling 	IAA14	Bo8g038080	B. oleracea
AT4G14560.1	Auxin signaling 	IAA1	BraA08g010680.3C	B. rapa
AT4G14560.1	Auxin signaling 	IAA1	Bo8g038110	B. oleracea
AT4G29080.1	Auxin signaling 	PAP2	BraA01g008460.3C	B. rapa
AT4G29080.1	Auxin signaling 	PAP2	Bo8g054720	B. oleracea
AT4G29080.1	Auxin signaling 	PAP2	Bo1g016790	B. oleracea
AT5G25890.1	Auxin signaling 	IAA28	BraA09g005750.3C	B. rapa
AT5G25890.1	Auxin signaling 	IAA28	BraA06g033000.3C	B. rapa
AT5G25890.1	Auxin signaling 	IAA28	Bo7g095650	B. oleracea
AT5G25890.1	Auxin signaling 	IAA28	Bo9g011160	B. oleracea
AT5G65670.1	Auxin signaling 	IAA9	BraA06g029140.3C	B. rapa
AT5G65670.1	Auxin signaling 	IAA9	BraA09g008740.3C	B. rapa
AT5G65670.1	Auxin signaling 	IAA9	Bo2g168230	B. oleracea
AT5G65670.1	Auxin signaling 	IAA9	Bo9g018860	B. oleracea
AT5G65670.1	Auxin signaling 	IAA9	Bo3g097860	B. oleracea
AT1G19850.1	Auxin signaling 	MP	BraA06g015450.3C	B. rapa
AT1G19850.1	Auxin signaling 	MP	BraA07g016200.3C	B. rapa
AT1G19850.1	Auxin signaling 	MP	Bo7g062090	B. oleracea
AT1G19850.1	Auxin signaling 	MP	Bo5g027930	B. oleracea
AT1G23160.1	Auxin signaling 	putative GH3-like protein	BraA08g026630.3C	B. rapa
AT1G23160.1	Auxin signaling 	putative GH3-like protein	Bo8g072690	B. oleracea
AT1G28130.1	Auxin signaling 	GH3.17	BraA08g011040.3C	B. rapa
AT1G28130.1	Auxin signaling 	GH3.17	BraA08g011080.3C	B. rapa
AT1G28130.1	Auxin signaling 	GH3.17	BraA09g036560.3C	B. rapa
AT1G28130.1	Auxin signaling 	GH3.17	BraA07g011840.3C	B. rapa
AT1G28130.1	Auxin signaling 	GH3.17	BraA08g011050.3C	B. rapa
AT1G28130.1	Auxin signaling 	GH3.17	Bo8g039460	B. oleracea
AT1G28130.1	Auxin signaling 	GH3.17	Bo7g048440	B. oleracea
AT1G28130.1	Auxin signaling 	GH3.17	Bo5g053450	B. oleracea
AT1G48660.1	Auxin signaling 	Auxin-responsive GH3 family protein	Bo6g010670	B. oleracea
AT2G14960.1	Auxin signaling 	GH3.1	BraA09g010220.3C	B. rapa
AT2G14960.1	Auxin signaling 	GH3.1	Bo9g023750	B. oleracea
AT2G23170.1	Auxin signaling 	GH3.3	Bo8g100590	B. oleracea
AT4G03400.1	Auxin signaling 	DFL2	BraA03g043000.3C	B. rapa
AT4G03400.1	Auxin signaling 	DFL2	BraA09g002530.3C	B. rapa
AT4G03400.1	Auxin signaling 	DFL2	Bo3g090050	B. oleracea
AT4G03400.1	Auxin signaling 	DFL2	Bo9g007560	B. oleracea
AT4G03400.1	Auxin signaling 	DFL2	Bo3g090040	B. oleracea
AT4G27260.1	Auxin signaling 	WES1	BraA01g018010.3C	B. rapa
AT4G27260.1	Auxin signaling 	WES1	BraA03g053600.3C	B. rapa
AT4G27260.1	Auxin signaling 	WES1	Bo1g048130	B. oleracea
AT4G27260.1	Auxin signaling 	WES1	Bo7g111320	B. oleracea
AT4G37390.1	Auxin signaling 	BRU6	BraA01g001510.3C	B. rapa
AT4G37390.1	Auxin signaling 	BRU6	Bo1g004760	B. oleracea
AT5G13320.1	Auxin signaling 	PBS3	BraA02g004780.3C	B. rapa
AT5G13320.1	Auxin signaling 	PBS3	BraA03g005690.3C	B. rapa
AT5G13320.1	Auxin signaling 	PBS3	Bo3g009110	B. oleracea
AT5G13320.1	Auxin signaling 	PBS3	Bo9g167830	B. oleracea
AT5G13320.1	Auxin signaling 	PBS3	Bo2g011190	B. oleracea
AT5G13360.3	Auxin signaling 	auxin-responsive GH3 family protein 	BraA03g005710.3C	B. rapa
AT5G13360.3	Auxin signaling 	auxin-responsive GH3 family protein 	BraA10g025420.3C	B. rapa
AT5G13360.3	Auxin signaling 	auxin-responsive GH3 family protein 	BraA07g002570.3C	B. rapa
AT5G13360.3	Auxin signaling 	auxin-responsive GH3 family protein 	Bo3g009140	B. oleracea
AT5G13360.3	Auxin signaling 	auxin-responsive GH3 family protein 	Bo2g011230	B. oleracea
AT5G13360.3	Auxin signaling 	auxin-responsive GH3 family protein 	Bo9g166800	B. oleracea
AT5G13370.1	Auxin signaling 	Auxin-responsive GH3 family protein	BraA02g004810.3C	B. rapa
AT5G13370.1	Auxin signaling 	Auxin-responsive GH3 family protein	BraA02g004820.3C	B. rapa
AT5G13370.1	Auxin signaling 	Auxin-responsive GH3 family protein	Bo2g011210	B. oleracea
AT5G51470.1	Auxin signaling 	Auxin-responsive GH3 family protein	BraA02g015820.3C	B. rapa
AT5G51470.1	Auxin signaling 	Auxin-responsive GH3 family protein	BraA03g015460.3C	B. rapa
AT5G54510.1	Auxin signaling 	DFL1	BraA02g013860.3C	B. rapa
AT5G54510.1	Auxin signaling 	DFL1	BraA03g013900.3C	B. rapa
AT5G54510.1	Auxin signaling 	DFL1	Bo3g022080	B. oleracea
AT5G54510.1	Auxin signaling 	DFL1	Bo2g041710	B. oleracea
AT1G16510.1	Auxin signaling 	SAUR-like auxin-responsive protein family	BraA06g012490.3C	B. rapa
AT1G16510.1	Auxin signaling 	SAUR-like auxin-responsive protein family	BraA09g058230.3C	B. rapa
AT1G16510.1	Auxin signaling 	SAUR-like auxin-responsive protein family	Bo8g105460	B. oleracea
AT1G16510.1	Auxin signaling 	SAUR-like auxin-responsive protein family	Bo5g021950	B. oleracea
AT1G19830.1	Auxin signaling 	SAUR-like auxin-responsive protein family	BraA06g015360.3C	B. rapa
AT1G19830.1	Auxin signaling 	SAUR-like auxin-responsive protein family	Bo7g062200	B. oleracea
AT1G19830.1	Auxin signaling 	SAUR-like auxin-responsive protein family	Bo5g027790	B. oleracea
AT1G19840.1	Auxin signaling 	SAUR-like auxin-responsive protein family	BraA06g015440.3C	B. rapa
AT1G19840.1	Auxin signaling 	SAUR-like auxin-responsive protein family	BraA07g016220.3C	B. rapa
AT1G19840.1	Auxin signaling 	SAUR-like auxin-responsive protein family	BraA08g028080.3C	B. rapa
AT1G19840.1	Auxin signaling 	SAUR-like auxin-responsive protein family	Bo8g069770	B. oleracea
AT1G19840.1	Auxin signaling 	SAUR-like auxin-responsive protein family	Bo5g027860	B. oleracea
AT1G19840.1	Auxin signaling 	SAUR-like auxin-responsive protein family	Bo7g062140	B. oleracea
AT1G75580.1	Auxin signaling 	SAUR-like auxin-responsive protein family	BraA07g039120.3C	B. rapa
AT1G75580.1	Auxin signaling 	SAUR-like auxin-responsive protein family	BraA07g027690.3C	B. rapa
AT1G75580.1	Auxin signaling 	SAUR-like auxin-responsive protein family	BraA02g022900.3C	B. rapa
AT1G75580.1	Auxin signaling 	SAUR-like auxin-responsive protein family	Bo2g084030	B. oleracea
AT1G75580.1	Auxin signaling 	SAUR-like auxin-responsive protein family	Bo6g086220	B. oleracea
AT1G75580.1	Auxin signaling 	SAUR-like auxin-responsive protein family	Bo6g119730	B. oleracea
AT2G18010.1	Auxin signaling 	SAUR-like auxin-responsive protein family	BraA07g002710.3C	B. rapa
AT2G18010.1	Auxin signaling 	SAUR-like auxin-responsive protein family	BraA06g029990.3C	B. rapa
AT2G18010.1	Auxin signaling 	SAUR-like auxin-responsive protein family	Bo7g012710	B. oleracea
AT2G18010.1	Auxin signaling 	SAUR-like auxin-responsive protein family	Bo9g026290	B. oleracea
AT2G21220.1	Auxin signaling 	SAUR-like auxin-responsive protein family	BraA09g055720.3C	B. rapa
AT2G21220.1	Auxin signaling 	SAUR-like auxin-responsive protein family	Bo8g101930	B. oleracea
AT2G24400.1	Auxin signaling 	SAUR-like auxin-responsive protein family	BraA04g017940.3C	B. rapa
AT2G24400.1	Auxin signaling 	SAUR-like auxin-responsive protein family	Bo4g154570	B. oleracea
AT2G28085.1	Auxin signaling 	SAUR-like auxin-responsive protein family	BraA07g018500.3C	B. rapa
AT2G28085.1	Auxin signaling 	SAUR-like auxin-responsive protein family	BraA03g024950.3C	B. rapa
AT2G28085.1	Auxin signaling 	SAUR-like auxin-responsive protein family	Bo4g071920	B. oleracea
AT2G28085.1	Auxin signaling 	SAUR-like auxin-responsive protein family	Bo3g040330	B. oleracea
AT2G36210.1	Auxin signaling 	SAUR-like auxin-responsive protein family	BraA03g018910.3C	B. rapa
AT2G36210.1	Auxin signaling 	SAUR-like auxin-responsive protein family	BraA05g009190.3C	B. rapa
AT2G36210.1	Auxin signaling 	SAUR-like auxin-responsive protein family	Bo3g029980	B. oleracea
AT2G36210.1	Auxin signaling 	SAUR-like auxin-responsive protein family	Bo4g034970	B. oleracea
AT2G37030.1	Auxin signaling 	SAUR-like auxin-responsive protein family	BraA05g008340.3C	B. rapa
AT2G37030.1	Auxin signaling 	SAUR-like auxin-responsive protein family	BraA03g019280.3C	B. rapa
AT2G37030.1	Auxin signaling 	SAUR-like auxin-responsive protein family	BraA04g026250.3C	B. rapa
AT2G37030.1	Auxin signaling 	SAUR-like auxin-responsive protein family	Bo4g030930	B. oleracea
AT2G37030.1	Auxin signaling 	SAUR-like auxin-responsive protein family	Bo3g031470	B. oleracea
AT2G37030.1	Auxin signaling 	SAUR-like auxin-responsive protein family	Bo4g186580	B. oleracea
AT2G46690.1	Auxin signaling 	SAUR-like auxin-responsive protein family	BraA04g032240.3C	B. rapa
AT2G46690.1	Auxin signaling 	SAUR-like auxin-responsive protein family	BraA05g001150.3C	B. rapa
AT2G46690.1	Auxin signaling 	SAUR-like auxin-responsive protein family	Bo4g197270	B. oleracea
AT2G46690.1	Auxin signaling 	SAUR-like auxin-responsive protein family	Bo4g007050	B. oleracea
AT3G03820.1	Auxin signaling 	SAUR-like auxin-responsive protein family	Bo1g153490	B. oleracea
AT3G09870.1	Auxin signaling 	SAUR-like auxin-responsive protein family	BraA05g036760.3C	B. rapa
AT3G09870.1	Auxin signaling 	SAUR-like auxin-responsive protein family	Bo5g137970	B. oleracea
AT3G12830.1	Auxin signaling 	SAUR-like auxin-responsive protein family	BraA01g038610.3C	B. rapa
AT3G12830.1	Auxin signaling 	SAUR-like auxin-responsive protein family	BraA05g034250.3C	B. rapa
AT3G12830.1	Auxin signaling 	SAUR-like auxin-responsive protein family	Bo5g133120	B. oleracea
AT3G20220.1	Auxin signaling 	SAUR-like auxin-responsive protein family	BraA05g027060.3C	B. rapa
AT3G20220.1	Auxin signaling 	SAUR-like auxin-responsive protein family	Bo1g109050	B. oleracea
AT3G43120.1	Auxin signaling 	SAUR-like auxin-responsive protein family	BraA10g019860.3C	B. rapa
AT3G43120.1	Auxin signaling 	SAUR-like auxin-responsive protein family	BraA03g009810.3C	B. rapa
AT3G43120.1	Auxin signaling 	SAUR-like auxin-responsive protein family	BraA06g022270.3C	B. rapa
AT3G43120.1	Auxin signaling 	SAUR-like auxin-responsive protein family	BraA02g009130.3C	B. rapa
AT3G43120.1	Auxin signaling 	SAUR-like auxin-responsive protein family	Bo01284s020	B. oleracea
AT3G43120.1	Auxin signaling 	SAUR-like auxin-responsive protein family	Bo3g127290	B. oleracea
AT3G53250.1	Auxin signaling 	SAUR-like auxin-responsive protein family	BraA07g021150.3C	B. rapa
AT3G53250.1	Auxin signaling 	SAUR-like auxin-responsive protein family	BraA09g044260.3C	B. rapa
AT3G53250.1	Auxin signaling 	SAUR-like auxin-responsive protein family	Bo8g082610	B. oleracea
AT3G53250.1	Auxin signaling 	SAUR-like auxin-responsive protein family	Bo6g067240	B. oleracea
AT3G60690.1	Auxin signaling 	SAUR-like auxin-responsive protein family	BraA09g050440.3C	B. rapa
AT3G60690.1	Auxin signaling 	SAUR-like auxin-responsive protein family	BraA04g001580.3C	B. rapa
AT3G60690.1	Auxin signaling 	SAUR-like auxin-responsive protein family	Bo8g095400	B. oleracea
AT3G60690.1	Auxin signaling 	SAUR-like auxin-responsive protein family	Bo4g104850	B. oleracea
